IW,IF,VW,FP,Depth,Width
-0.11180339887499265,-1.2914148996340142,-2.000000000000001,1.1180339887498951,-0.011186634139961092,2.3856243487416076
-0.11180339887499265,-1.2914148996340142,-2.000000000000001,1.1180339887498951,-0.011186634139961092,1.8635424243969403
-0.11180339887499265,-1.2914148996340142,-2.000000000000001,1.1180339887498951,-0.4139054631784978,1.8635424243969403
-0.11180339887499265,-1.2914148996340142,-2.000000000000001,1.1180339887498951,-0.011186634139961092,1.8635424243969403
-0.11180339887499265,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-2.2261401938519105,0.2972966513629412
-0.11180339887499265,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-1.8234213648133741,0.2972966513629412
-0.11180339887499265,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-1.6220619502941056,1.0804195378799393
-0.11180339887499265,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-2.0247807793326422,0.5583376135352748
0.8944271909999125,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-0.011186634139961092,-0.48582623515405976
0.8944271909999125,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-2.0247807793326422,0.2972966513629412
0.8944271909999125,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-0.011186634139961092,0.5583376135352748
0.8944271909999125,-0.9282044591119465,0.9999999999999991,1.1180339887498951,-0.4139054631784978,-0.22478527298172613
1.9006577808748177,-1.2914148996340142,0.9999999999999991,1.1180339887498951,-0.8166242922170323,-0.7468671973263934
1.9006577808748177,-1.2914148996340142,0.9999999999999991,1.1180339887498951,0.19017278037930727,0.03625568919060753
1.9006577808748177,-1.2914148996340142,0.9999999999999991,1.1180339887498951,-0.8166242922170323,-0.22478527298172613
1.9006577808748177,-1.2914148996340142,0.9999999999999991,1.1180339887498951,-0.21254604865922944,-0.48582623515405976
0.8944271909999125,0.8878477434983926,0.9999999999999991,-0.8944271909999155,0.7942510239371123,-0.22478527298172613
0.8944271909999125,0.8878477434983926,0.9999999999999991,-0.8944271909999155,1.5996886820141858,-0.7468671973263934
0.8944271909999125,0.8878477434983926,0.9999999999999991,-0.8944271909999155,1.5996886820141858,-0.7468671973263934
0.8944271909999125,0.8878477434983926,0.9999999999999991,-0.8944271909999155,0.3915321948985756,-0.7468671973263934
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,0.7942510239371123,-0.22478527298172613
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,1.196969852975649,0.2972966513629412
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,0.3915321948985756,-0.22478527298172613
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,1.196969852975649,1.8635424243969403
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,-0.011186634139961092,-0.7468671973263934
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,-0.011186634139961092,0.5583376135352748
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,-0.011186634139961092,0.8193785757076056
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,-0.011186634139961092,-0.7468671973263934
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,-0.4139054631784978,-0.7468671973263934
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,-0.011186634139961092,-1.791031046015728
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,0.3915321948985756,-1.2689491216710607
-1.1180339887498978,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,-0.011186634139961092,-1.2689491216710607
-0.11180339887499265,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,1.5996886820141858,-0.7468671973263934
-0.11180339887499265,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,0.7942510239371123,-0.7468671973263934
-0.11180339887499265,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,0.7942510239371123,-0.7468671973263934
-0.11180339887499265,0.8878477434983926,-0.5000000000000009,-0.8944271909999155,1.196969852975649,-0.7468671973263934
